이름,생년월일,연령,성별,휴대폰번호,이메일,주소,아이디,가입일,차량구분,구매한 제품,친환경차,제품 구매 날짜,거래 금액,거래 방식,제품 구매 빈도,제품 구매 경로,제품 출시년월,지역,고객 세그먼트
Carlos Rodriguez,1987-04-29,38,여,1-373-932-5019x227,prodriguez@garza.com,"Boulevard Sur Villarreal 205 Edif. 337 , Depto. 753, Nueva Perú, NAY 94331-5216",rhinojosa,2023-04-29,중형 SUV,Accent (HC),False,2024-11-18,28070874,현금,1,온라인,2018-06,중남미,3
Gabriela Reyes,1983-09-13,42,여,1-074-217-8783,montanezmariana@de.com,"Retorno Distrito Federal 966 Edif. 810 , Depto. 630, Vieja Tayikistán, GTO 82653",esperanza82,2022-09-26,중형 세단,KX3,False,2024-12-07,22803831,현금,1,온라인,2022-09,중남미,3
Fernanda Torres,1971-08-09,54,남,+88(6)4294321474,florencia94@acuna-saldivar.com,"Viaducto Norte Vela 087 Interior 099, Vieja Ghana, GTO 62931-7707",ycedillo,2023-04-10,중형 SUV,Carnival,False,2024-09-03,55633404,현금,1,온라인,2021-09,중남미,0
Fernanda Gonzalez,1966-08-13,59,남,(966)941-6203x15915,bernardomarrero@gmail.com,"Boulevard Norte Almaraz 050 Interior 351, Vieja Australia, NL 08198",danielcollado,2024-07-26,준중형 해치백,C'eed,False,2024-10-28,61211906,계좌이체,1,오프라인,2022-07,중남미,0
Luis Rodriguez,1974-02-14,51,남,(006)556-4245x8197,ramonozuna@concepcion-lopez.com,"Boulevard Norte Quezada 366 053, San Florencia los bajos, GTO 90541-3237",munguiafabiola,2023-10-23,대형 세단,Cerato,False,2024-10-17,53579108,계좌이체,1,온라인,2021-03,중남미,0
Ana Rodriguez,1987-04-27,38,남,945.592.8151,mariana36@yahoo.com,"Calzada Liechtenstein 520 Interior 354, San Asunción de la Montaña, AGS 43913-2255",dangulo,2022-09-05,중형 SUV,C'eed,False,2022-12-05,49816410,현금,2,온라인,2021-05,중남미,0
Maria Rodriguez,1971-11-30,54,남,(547)836-4374,ncepeda@proyectos.biz,"Calzada Norte Zapata 247 043, Nueva Gabón, BCS 14099",lermarodrigo,2025-03-30,준대형 SUV,Accent (HC),False,2025-03-30,56199027,계좌이체,3,오프라인,2020-06,중남미,1
Ana Reyes,1970-07-18,55,남,171-019-1540,georginatovar@pedroza.com,"Calzada Sur de la Rosa 026 839, San Anabel de la Montaña, VER 49538",aguirrecamilo,2023-04-13,준중형 해치백,Telluride,False,2025-03-05,37327323,계좌이체,1,온라인,2018-04,중남미,3
Fernanda Lopez,1993-02-22,32,여,01506475661,fbecerra@rosado.com,"Andador Michoacán de Ocampo 184 Interior 061, San Óscar los altos, PUE 60081-1846",abraham32,2022-05-06,준중형 세단,Syros,False,2024-04-06,61984006,현금,2,온라인,2018-01,중남미,0
Ricardo Torres,1997-06-02,28,여,261.568.4933x14768,ygaytan@hotmail.com,"Viaducto Sur Amaya 884 450, Vieja Comoras, NAY 12954",carlagaytan,2022-05-29,대형 SUV,KX3,False,2023-06-05,61950454,계좌이체,3,오프라인,2019-10,중남미,1
Ana Rojas,1989-08-28,36,남,(947)239-0067,irmade-la-o@proyectos.com,"Callejón Micronesia 342 Interior 176, San Raúl los bajos, CAMP 52205-9798",yuridia55,2023-07-16,픽업트럭,Telluride,False,2023-11-18,39040360,계좌이체,1,오프라인,2023-02,중남미,3
Fernanda Reyes,1996-08-21,29,여,305.816.3081x83281,maria-jose26@yahoo.com,"Diagonal Sur Mondragón 127 Edif. 972 , Depto. 882, San Luis Miguel de la Montaña, Q. ROO 93210-9855",emedrano,2023-11-24,중형 세단,Sonet,False,2025-01-20,28127683,신용카드,3,온라인,2018-11,중남미,2
Carlos Morales,1965-01-01,60,여,07829268898,morenojaime@hotmail.com,"Pasaje Coahuila de Zaragoza 917 Interior 231, San Aldonza los bajos, CHIH 35481-3702",lserrano,2025-01-13,준중형 세단,Carens MPV,False,2025-01-30,57643209,현금,2,온라인,2018-12,중남미,0
Ana Lopez,1968-02-06,57,남,+58(2)0935744181,qvillarreal@yahoo.com,"Circunvalación Batista 804 Interior 657, Nueva Botswana, TLAX 88435",marreola,2023-11-03,중형 세단,Syros,False,2024-08-25,42669398,계좌이체,1,오프라인,2020-02,중남미,3
Pedro Lopez,1987-09-15,38,여,01699860778,gaytanblanca@hotmail.com,"Cerrada Guerrero 085 Interior 804, Vieja Micronesia, DGO 96682-4947",jose-manuel92,2023-08-20,준대형 SUV,C'eed,False,2024-12-10,33647764,현금,3,온라인,2021-12,중남미,2
Ricardo Gonzalez,1994-01-11,31,여,(924)658-4035x262,ana-luisalomeli@rojas.com,"Boulevard Sur Amaya 153 912, Vieja Argentina, BCS 37631-5869",malavejos,2022-08-05,준중형 SUV,KX3,False,2023-08-11,35096764,신용카드,1,온라인,2019-05,중남미,3
Fernanda Lopez,1975-02-28,50,여,311.371.8348x3086,gballesteros@club.com,"Circuito Cazares 248 Edif. 831 , Depto. 446, Nueva Ghana, BC 80794",alcarazteodoro,2024-01-01,중형 SUV,EV5,True,2024-09-29,29549366,신용카드,1,오프라인,2018-02,중남미,3
Luis Reyes,1989-09-20,36,남,479.576.5139,calderaesmeralda@gmail.com,"Ampliación Ruelas 032 Edif. 472 , Depto. 712, Vieja Liechtenstein, MEX 84184-9869",ignacioadame,2022-11-12,준중형 SUV,Sportage,False,2025-02-17,35470120,계좌이체,3,온라인,2020-10,중남미,2
Luis Lopez,1989-03-22,36,남,+14(6)8977353686,azaragoza@gmail.com,"Peatonal Mozambique 911 Interior 072, San Olivia de la Montaña, PUE 67010",miguelrocha,2023-08-29,중형 SUV,Syros,False,2024-07-19,61815967,신용카드,4,오프라인,2022-11,중남미,1
Pedro Castro,1989-04-25,36,남,695-946-7385x2219,zpacheco@yahoo.com,"Avenida Sur Paredes 570 Interior 024, San Cristian los altos, SLP 68051-1947",ilsevillasenor,2023-06-23,준대형 세단,K3,False,2024-07-27,49480725,계좌이체,3,온라인,2019-04,중남미,1
Luis Silva,1994-06-05,31,남,612.685.3140x002,eporras@club.com,"Diagonal Guinea 592 Interior 364, San Rolando los altos, SLP 24612",javier95,2025-03-25,중형 SUV,K2,False,2025-03-27,64622241,계좌이체,4,온라인,2021-10,중남미,1
Camila Rodriguez,1976-11-20,49,여,183.142.5603,valenzuelaesmeralda@yahoo.com,"Periférico Hinojosa 860 Edif. 615 , Depto. 048, San Homero los altos, YUC 39002-0891",ana-luisa96,2023-06-06,준중형 해치백,Optima / K5,False,2024-04-14,34733823,현금,2,오프라인,2021-11,중남미,3
Gabriela Rodriguez,1989-11-14,36,여,249-418-2754,robledoblanca@laboratorios.info,"Circuito Norte Jaimes 236 Interior 611, San Karla de la Montaña, NAY 02794-0498",gbecerra,2022-09-08,준중형 SUV,Pegas,False,2024-08-03,19314560,현금,1,오프라인,2018-12,중남미,3
Jorge Silva,1975-09-14,50,남,789-146-5346,fidelaragon@bustos.com,"Corredor Oaxaca 172 Edif. 673 , Depto. 129, Vieja Australia, MOR 21174-5602",erodriquez,2023-07-26,대형 세단,Carens MPV,False,2023-08-22,33231766,신용카드,2,오프라인,2021-08,중남미,3
Luis Gonzalez,1991-07-15,34,남,096-317-8648,hernadezfelix@hotmail.com,"Ampliación Velázquez 678 Edif. 000 , Depto. 133, Nueva Guinea Ecuatorial, AGS 57510",vigilvanesa,2023-02-21,준중형 세단,Telluride,False,2025-03-20,64494712,계좌이체,2,오프라인,2022-06,중남미,0
Jorge Rodriguez,1967-10-01,58,여,05405626959,vargasminerva@yahoo.com,"Pasaje Tabasco 094 Edif. 158 , Depto. 631, San Reina de la Montaña, MICH 79062-2481",renecepeda,2024-09-26,준대형 세단,K3,False,2025-02-19,32357466,현금,1,오프라인,2020-05,중남미,3
Gabriela Torres,1981-12-05,44,여,(872)765-1140,almanzamodesto@despacho.com,"Peatonal Norte Reynoso 391 Interior 710, San Fernando los bajos, COAH 62864",lzayas,2023-02-05,대형 세단,Carnival,False,2023-06-18,30128577,신용카드,1,온라인,2018-06,중남미,3
Luis Morales,1996-10-23,29,여,1-611-478-8244x81564,mlucero@juarez.com,"Diagonal Briseño 148 971, San Isabela de la Montaña, MOR 23013-7189",concepcionrobles,2023-12-07,대형 세단,Sonet,False,2024-11-01,50405004,신용카드,1,온라인,2019-04,중남미,0
Ana Reyes,1989-05-27,36,남,685-307-4401,karlapina@hotmail.com,"Prolongación Sur Cuellar 666 Interior 450, Vieja Belice, MEX 19472",isabelade-anda,2023-05-04,준중형 세단,C'eed,False,2024-06-14,29187914,계좌이체,1,온라인,2018-08,중남미,3
Camila Silva,2000-03-20,25,남,1-071-963-1429x18516,brunocornejo@yahoo.com,"Corredor Zelaya 732 Edif. 483 , Depto. 191, San Rosa los bajos, GRO 89457-2998",vde-la-garza,2023-12-20,대형 세단,Carens MPV,False,2024-01-01,37180054,계좌이체,2,오프라인,2018-08,중남미,3
Luis Castro,1997-07-06,28,남,08709752851,santiagoalfaro@carrera.com,"Circuito Fiji 849 Interior 727, San Reynaldo de la Montaña, JAL 50948-3261",yromo,2023-05-16,중형 세단,EV6,True,2024-02-01,51767764,신용카드,4,온라인,2023-01,중남미,1
Luis Rojas,1992-01-26,33,여,(794)685-7678x6340,saraaranda@hotmail.com,"Viaducto Tamaulipas 322 Edif. 735 , Depto. 947, Vieja Suecia, Q. ROO 34010-9986",chuerta,2024-09-03,대형 세단,Zhipao,False,2024-09-07,50158605,신용카드,1,오프라인,2018-08,중남미,0
Pedro Reyes,1995-02-28,30,남,1-370-743-4875x00298,vmenchaca@llamas.com,"Eje vial Estrada 772 Interior 089, San Silvano de la Montaña, MICH 16456-9398",angelicaortega,2022-08-09,대형 세단,Seltos,False,2023-02-14,57775849,신용카드,1,온라인,2021-01,중남미,0
Gabriela Silva,1987-05-07,38,남,824-278-1083x0007,maximilianobrito@yahoo.com,"Diagonal Sur Guerra 264 Interior 433, Vieja Reino Unido de Gran Bretaña e Irlanda del Norte, QRO 74926-2777",aidacervantes,2023-02-07,대형 SUV,K3,False,2024-12-03,41602914,신용카드,1,오프라인,2023-09,중남미,3
Fernanda Castro,1967-04-24,58,남,165.087.5517,tomasaranda@becerra-rubio.info,"Retorno Morelos 231 Interior 811, San Anabel los altos, YUC 19197",linda83,2022-12-28,중형 세단,Cerato,False,2024-09-12,19461336,신용카드,1,오프라인,2020-05,중남미,3
Fernanda Rodriguez,1996-12-07,29,남,+45(6)9876348654,cesarfrias@gmail.com,"Retorno México 870 Edif. 567 , Depto. 680, Nueva Emiratos Árabes Unidos, MOR 23312-2780",alarconrafael,2024-08-20,준중형 SUV,K5,False,2025-03-04,38444146,신용카드,1,온라인,2021-02,중남미,3
Luis Rojas,1995-08-15,30,여,1-034-448-0773x83453,estela59@yahoo.com,"Privada República Dominicana 505 268, San Lilia los bajos, SIN 64060-0930",maytemares,2022-06-07,준중형 세단,KX5,False,2022-07-22,29753690,계좌이체,3,온라인,2023-12,중남미,2
Ricardo Rojas,1993-10-12,32,남,392-494-8403x13383,kjurado@hotmail.com,"Avenida Tlaxcala 756 Edif. 565 , Depto. 884, San Rodrigo los altos, CHIH 65463",userna,2022-07-02,준중형 해치백,Sportage,False,2024-01-07,58887583,계좌이체,1,오프라인,2021-01,중남미,0
Luis Gonzalez,1975-06-03,50,여,579-517-0649,urielsalgado@yahoo.com,"Corredor Michoacán de Ocampo 266 426, San Angélica los altos, VER 21266-3505",vacevedo,2024-09-14,중형 세단,K3,False,2024-10-24,20676846,현금,1,오프라인,2021-07,중남미,3
Pedro Gonzalez,1996-08-04,29,남,766-342-8332x3835,micaelagalarza@yahoo.com,"Periférico Corrales 604 540, San Soledad los altos, GRO 01134",lucianegrete,2023-08-28,준대형 세단,K4,False,2023-11-01,53640316,계좌이체,1,오프라인,2018-01,중남미,0
Carlos Hernandez,1973-07-01,52,남,(783)481-9571x4639,zunigaadan@gmail.com,"Viaducto República Democrática del Congo 096 Interior 501, San Mariana de la Montaña, ZAC 38329",nperalta,2022-08-24,픽업트럭,Optima / K5,False,2023-02-11,28726304,계좌이체,1,오프라인,2020-08,중남미,3
Fernanda Rodriguez,1980-10-19,45,남,08833658942,porfirioberrios@yahoo.com,"Peatonal Liechtenstein 141 Interior 801, Vieja Honduras, GRO 87116-7142",marisolnavarro,2023-07-09,준중형 해치백,Sonet,False,2023-09-21,53717124,현금,1,오프라인,2023-12,중남미,0
Luis Rojas,1967-08-25,58,남,1-597-568-5420x6671,sessa44@corporacin.com,"Ampliación Norte Santana 838 Interior 939, Vieja Congo, COAH 23629",patriciocoronado,2024-05-25,중형 SUV,EV5,True,2024-12-17,31963584,계좌이체,4,온라인,2019-01,중남미,2
Fernanda Morales,1995-02-04,30,남,1-787-313-5035x743,aldonza39@tafoya.com,"Pasaje López 988 886, San Evelio de la Montaña, JAL 74633-0349",julia70,2022-10-22,준대형 SUV,KX7,False,2024-11-18,20783814,현금,4,온라인,2021-02,중남미,2
Ricardo Rojas,1989-12-17,36,남,(067)048-0383x4306,ilsemota@jaramillo.info,"Eje vial Valladares 221 898, Nueva Suecia, DGO 31013-8808",mcruz,2024-12-21,대형 SUV,Pegas,False,2025-03-04,53746053,계좌이체,1,오프라인,2023-04,중남미,0
Ana Reyes,1992-02-02,33,남,(923)191-2266,jose-luis53@hotmail.com,"Continuación Nauru 987 Edif. 346 , Depto. 893, Vieja Chile, CHIH 79599-3869",perlaflorez,2025-02-12,준대형 세단,EV6,True,2025-02-13,51667653,계좌이체,5,온라인,2020-04,중남미,1
Carlos Silva,1980-11-22,45,남,(547)289-5942x1145,kcasares@yahoo.com,"Periférico Villalpando 029 Edif. 018 , Depto. 181, San Alejandro los bajos, DF 88318-1007",murillominerva,2023-04-19,준대형 SUV,K5,False,2024-05-07,53107272,신용카드,4,온라인,2023-12,중남미,1
Ana Castro,1996-11-29,29,여,398.714.0961,doloresdel-rio@gmail.com,"Circunvalación Nuevo León 813 727, San Marco Antonio los altos, MICH 15136",gnava,2025-03-08,픽업트럭,Sportage,False,2025-03-25,36806538,현금,1,온라인,2023-01,중남미,3
Pedro Rojas,1980-05-03,45,남,+67(9)1338434631,hordonez@gmail.com,"Calle Sur Ramón 954 Edif. 047 , Depto. 779, Nueva Bahrein, DF 18894-6958",miguel13,2023-12-18,대형 세단,Tucson(NX4),False,2025-01-22,48627278,계좌이체,2,온라인,2022-06,중남미,0
Jorge Lopez,1992-12-01,33,남,368-128-1173,matiasdalia@mendoza-pedraza.com,"Calle Gaytán 299 Interior 264, San Juan Carlos los altos, TAB 03018-5077",alta-gracianino,2023-09-11,중형 SUV,KX1,False,2025-02-10,67893317,신용카드,1,오프라인,2022-01,중남미,0
Ricardo Lopez,1997-10-05,28,여,1-143-691-7159x120,smalave@yahoo.com,"Circuito Sur Galindo 974 Edif. 669 , Depto. 934, San Helena los altos, CAMP 75207-2486",bernabebarreto,2023-04-05,대형 SUV,EV9,True,2023-11-03,47307690,현금,3,온라인,2021-05,중남미,1
Fernanda Hernandez,1977-12-29,48,여,813.201.6076,bmojica@marrero.biz,"Prolongación Norte Cruz 572 312, Nueva Micronesia, GRO 42725-1609",dibarra,2024-04-27,대형 세단,Seltos,False,2024-05-29,21892466,신용카드,1,온라인,2023-09,중남미,3
Gabriela Reyes,1991-09-22,34,남,1-354-346-9948,mercedes18@valdez-samaniego.net,"Andador Norte Orozco 292 373, Nueva Jamaica, CHIH 23544-3240",iguerrero,2024-06-10,준대형 SUV,Pegas,False,2024-08-26,40178231,신용카드,5,오프라인,2018-07,중남미,2
Ana Torres,1971-01-02,54,여,(826)882-7086x502,luisaarriaga@oquendo.net,"Circuito Sur Rubio 489 Interior 988, Vieja Yemen, MICH 84262-5041",valenciairene,2023-10-15,소형 해치백,Carens MPV,False,2024-08-21,46913164,계좌이체,1,온라인,2018-05,중남미,0
Gabriela Morales,1987-12-08,38,남,610.828.8346x909,wzedillo@heredia-moya.biz,"Calle Puebla 615 982, San Noelia de la Montaña, CAMP 62506-6803",kavalos,2023-12-26,대형 SUV,Sorento,False,2024-08-27,39636220,신용카드,2,온라인,2020-11,중남미,3
Camila Morales,1972-09-18,53,남,635.373.2342x90004,npabon@hotmail.com,"Eje vial Omán 873 090, San Daniel de la Montaña, MEX 31454-6152",javiernino,2023-08-14,중형 SUV,Telluride,False,2023-11-01,33325385,현금,1,온라인,2019-03,중남미,3
Maria Morales,1990-11-30,35,여,577.616.4804x210,porrascarmen@ulibarri-de.com,"Diagonal Fiji 878 Edif. 931 , Depto. 489, Vieja Guatemala, QRO 66645",qbaez,2022-11-21,대형 SUV,K3,False,2024-08-16,27220507,현금,1,오프라인,2021-04,중남미,3
Gabriela Morales,1972-05-13,53,여,(804)054-1273,josefina05@escobedo.net,"Callejón Sur Ornelas 288 296, Vieja Camboya, MEX 79669-9435",yzedillo,2023-10-07,중형 SUV,Carnival,False,2025-03-25,33948185,현금,4,오프라인,2019-10,중남미,2
Ana Hernandez,1971-02-26,54,여,947.594.3496,evalenzuela@hotmail.com,"Corredor Elizondo 733 Edif. 006 , Depto. 277, Vieja Bolivia, COAH 56947",de-la-garzamagdalena,2024-04-22,준중형 세단,Zhipao,False,2024-07-17,46438395,계좌이체,1,오프라인,2018-01,중남미,0
Luis Castro,1992-12-02,33,여,1-073-314-0749,polanconatalia@laboratorios.com,"Callejón García 908 612, Vieja República de Corea, JAL 65633",elvira68,2023-10-20,중형 세단,Rio(pride),False,2024-03-22,20541612,신용카드,4,오프라인,2021-01,중남미,2
Camila Rodriguez,1967-02-11,58,남,241-865-7236x40306,ana-maria99@hotmail.com,"Continuación Puebla 490 Edif. 476 , Depto. 639, Vieja Togo, TAMPS 29526-3590",elvira42,2022-05-15,준대형 세단,Syros,False,2024-05-05,59559760,현금,1,온라인,2018-09,중남미,0
Ricardo Rodriguez,1987-12-31,38,남,1-766-130-3060x195,msalazar@gmail.com,"Circuito Noruega 930 Edif. 692 , Depto. 905, San Guadalupe los altos, HGO 28582",eric80,2022-04-21,소형 해치백,Forte,False,2023-01-31,19967254,신용카드,3,오프라인,2019-06,중남미,2
Jorge Gonzalez,1985-04-30,40,남,02603542585,batistaelena@gmail.com,"Peatonal Jalisco 847 Edif. 097 , Depto. 486, San Eric de la Montaña, GRO 52799-3662",hermelinda80,2022-09-26,픽업트럭,K4,False,2022-12-20,51566260,계좌이체,1,온라인,2020-07,중남미,0
Maria Hernandez,1979-09-22,46,남,174.870.4187x78630,soriaaldonza@yahoo.com,"Calzada Serbia 143 Edif. 597 , Depto. 335, Nueva Israel, SLP 41577",timoteomendez,2024-07-20,준중형 세단,Cerato,False,2025-03-21,44193443,계좌이체,1,오프라인,2021-03,중남미,0
Maria Gonzalez,1985-10-13,40,남,1-092-266-5823,gloria93@industrias.com,"Continuación Esparza 378 Edif. 512 , Depto. 229, San Teresa los altos, JAL 64600-5614",arredondogabriela,2024-08-14,준중형 해치백,K4,False,2025-02-25,49992340,신용카드,1,온라인,2022-07,중남미,0
Gabriela Gonzalez,1990-02-21,35,여,965-714-6847x2896,tovarcarlota@laboratorios.biz,"Boulevard Sur Olivares 772 730, Vieja Argelia, SLP 70851",cpaez,2023-09-10,준중형 해치백,Pegas,False,2025-03-06,65818143,계좌이체,1,오프라인,2018-12,중남미,0
Camila Reyes,1969-08-26,56,여,(610)277-9885x33961,armasmauricio@proyectos.biz,"Calle Aguirre 795 Edif. 970 , Depto. 932, Vieja Burkina Faso, COL 39790-1740",sofiaquintero,2023-01-10,준중형 SUV,KX3,False,2023-10-25,27275870,계좌이체,1,온라인,2023-07,중남미,3
Ricardo Morales,1981-01-04,44,남,215-438-0072,luciamontez@zarate.com,"Eje vial Morelos 226 Edif. 042 , Depto. 172, San Gerónimo los altos, BCS 48612",pcabrera,2024-10-11,대형 세단,Rio(pride),False,2024-10-15,51763412,현금,4,오프라인,2020-05,중남미,1
Gabriela Torres,1986-10-28,39,남,1-626-177-1353,wvilla@laboratorios.com,"Continuación Valdivia 073 Edif. 656 , Depto. 118, San Francisco Javier de la Montaña, YUC 99115-5390",motareynaldo,2024-11-24,대형 SUV,Pegas,False,2025-02-17,61522289,계좌이체,4,온라인,2020-04,중남미,1
Ana Rojas,1977-04-15,48,여,435-070-1929x505,forellana@zuniga.biz,"Viaducto Hidalgo 805 Edif. 044 , Depto. 218, San Camilo de la Montaña, CAMP 62653",jose-manuelmercado,2024-01-17,대형 세단,KX1,False,2024-08-30,43728663,계좌이체,3,오프라인,2023-05,중남미,1
Ana Rodriguez,1980-10-16,45,여,(942)075-4255x234,gilbertoborrego@ornelas-santacruz.com,"Eje vial Aguascalientes 738 895, Nueva República Árabe Siria, AGS 10511-9314",adela41,2022-08-21,대형 SUV,Optima / K5,False,2024-03-11,23328343,계좌이체,2,온라인,2019-09,중남미,3
Camila Gonzalez,1998-08-10,27,여,1-228-258-5770x29807,lucia05@industrias.com,"Cerrada Peña 618 Interior 800, San Cristal los bajos, SLP 52122-1556",bernabeledesma,2025-01-17,준중형 해치백,KX1,False,2025-02-11,31828822,신용카드,1,오프라인,2019-07,중남미,3
Gabriela Morales,1966-03-03,59,남,568-477-5626,delia29@club.biz,"Continuación Norte Sisneros 110 812, Vieja Portugal, MICH 36451",trejomagdalena,2023-08-18,대형 SUV,KX5,False,2024-12-05,58881869,신용카드,3,온라인,2019-07,중남미,1
Ana Lopez,1999-11-08,26,여,176-080-7946x61303,javierolivera@laboratorios.com,"Circuito Norte Cepeda 095 Edif. 876 , Depto. 012, Nueva Togo, MEX 57151",santiago33,2024-04-13,중형 세단,KX5,False,2025-03-27,67936064,신용카드,2,온라인,2021-03,중남미,0
Fernanda Rojas,1973-10-21,52,여,133.863.9975,jtrevino@hotmail.com,"Calzada Sur Ceballos 733 Interior 405, Nueva República de Moldova, AGS 65926",bmeraz,2024-08-26,소형 해치백,Optima / K5,False,2024-11-25,66077387,현금,2,오프라인,2023-01,중남미,0
Fernanda Gonzalez,1997-02-06,28,남,1-001-638-8177,adelabrito@esparza.com,"Avenida Adame 974 729, San Manuel los altos, NL 94713-0720",acaraballo,2023-01-06,준중형 해치백,Sorento,False,2025-02-27,50458332,계좌이체,1,온라인,2022-07,중남미,0
