이름,생년월일,연령,성별,휴대폰번호,이메일,주소,아이디,가입일,차량구분,구매한 제품,친환경차,제품 구매 날짜,거래 금액,거래방식,제품구매빈도,제품구매경로,제품출시년월,국가,고객 세그먼트,Cluster
Emma Lee,1997-09-05,28,여,459 611 5953,longsandra@hotmail.com,"88156 Brown Village Apt. 098, West Shellyhaven, NB J7L4J6",srose,2024-06-19,준대형 SUV,Santa Fe,False,2024-12-29,31060000,계좌이체,1,온라인,2020-10,캐나다,0,0
James Scott,1994-05-21,31,남,(347) 244-1676,pmcgee@williamson.info,"326 Jessica Pike, Johnsonburgh, PE E9S1H9",michael82,2023-11-07,중형 SUV,Sportage,False,2024-02-23,35270000,현금,1,오프라인,2021-11,캐나다,2,5
Liam Miller,1994-01-21,31,여,433-125-8128 x766,scottdamon@yahoo.com,"6522 Morales Ridge Suite 851, Watkinsland, NU C4T6E3",mark70,2024-11-27,준중형 세단,NEXO,True,2025-01-29,62170000,신용카드,2,오프라인,2018-03,캐나다,1,1
Stefan Novak,1964-09-23,61,여,+48 730 574 580,tgiedrojc@yahoo.com,"ul. Grunwaldzka 31/27, 07-833 Starogard Gdański",rozalia22,2023-05-02,소형 해치백,Avante,False,2024-02-07,28220000,현금,1,온라인,2020-09,동유럽,0,0
Elena Horvat,1972-11-15,53,여,788 816 035,dominik76@stowarzyszenie.com,"ulica Narcyzowa 10/14, 39-129 Cieszyn",jedrzejroskosz,2023-04-23,중형 세단,Accent,False,2023-11-27,22860000,신용카드,4,오프라인,2019-03,동유럽,3,3
Elena Dimitrov,1964-10-20,61,여,+48 781 277 127,butrymernest@hotmail.com,"plac Słoneczna 17/44, 94-080 Biłgoraj",antoniraba,2024-07-13,준대형 세단,i20,False,2025-03-01,20740000,계좌이체,1,온라인,2020-05,동유럽,0,0
Marek Dimitrov,1975-02-18,50,여,669 064 199,dagmara40@interia.pl,"al. Wyspiańskiego 265, 28-023 Żywiec",agregorowicz,2023-01-02,중형 SUV,Accent,False,2024-10-06,26900000,신용카드,2,온라인,2019-03,동유럽,2,5
Katarina Horvat,1967-03-23,58,여,508 059 801,lachaczwitold@pajda.net,"plac Rumiankowa 72/20, 07-108 Kielce",vszczerek,2022-12-20,준중형 SUV,K5,False,2023-09-04,55090000,계좌이체,1,온라인,2020-01,동유럽,1,2
Elena Petrov,1978-03-15,47,여,+48 22 976 62 15,swaczynakrzysztof@yahoo.com,"ul. Hutnicza 27/29, 94-286 Stargard Szczeciński",julita34,2024-09-22,대형 SUV,Kona,True,2024-10-24,40460000,현금,3,오프라인,2022-02,동유럽,3,3
Ivan Novak,1990-10-25,35,여,698 987 495,lizonjulian@hotmail.com,"aleja Wrocławska 85/72, 46-389 Rybnik",qgolon,2024-10-17,준중형 SUV,Grandeur,False,2024-10-22,60680000,현금,2,온라인,2022-03,동유럽,1,1
Luka Ivanov,1988-01-27,37,남,798 753 029,borysiukjanina@yahoo.com,"ul. Agrestowa 952, 27-989 Pszczyna",miszkielkornel,2023-05-13,중형 SUV,NEXO,True,2024-07-06,61060000,계좌이체,2,온라인,2018-03,동유럽,1,1
Ivan Ivanov,1969-10-01,56,여,+48 32 189 17 28,eliza48@hotmail.com,"pl. Tuwima 09, 62-886 Wodzisław Śląski",koziejaanastazja,2025-01-14,준대형 SUV,Accent,False,2025-02-01,21350000,신용카드,5,오프라인,2019-03,동유럽,3,3
Anya Nowak,1965-09-14,60,여,22 080 57 01,nikodem57@gmail.com,"aleja Owocowa 56/80, 69-001 Wejherowo",radkobruno,2023-11-11,준중형 세단,i20,False,2024-03-08,26480000,현금,2,오프라인,2020-05,동유럽,0,0
Elena Nowak,1982-11-02,43,여,+48 792 494 700,oliwier90@fpuh.org,"ul. Toruńska 772, 87-747 Kutno",mikolajoczko,2024-07-03,픽업트럭,G80,False,2024-09-23,86380000,계좌이체,4,온라인,2021-05,동유럽,3,4
Luka Popescu,1986-12-05,39,남,+48 532 890 910,rsynak@stowarzyszenie.com,"ul. Klonowa 22/30, 97-573 Gniezno",xdziob,2025-01-07,대형 세단,EV6,True,2025-03-20,84790000,신용카드,3,온라인,2022-05,동유럽,1,1
Stefan Novak,1976-12-26,49,여,+48 607 657 555,apolonia68@fundacja.pl,"al. Bema 78/26, 87-130 Radom",chlebekcyprian,2023-09-29,중형 세단,i20,False,2024-04-18,29300000,계좌이체,1,온라인,2020-05,동유럽,0,0
Anya Kovacs,1991-10-27,34,남,+48 734 533 479,janinazurawik@hotmail.com,"al. Krótka 145, 56-337 Białystok",vklos,2025-01-01,준중형 해치백,Avante,False,2025-01-11,28770000,현금,1,온라인,2020-09,동유럽,0,0
Nina Popescu,1968-09-18,57,여,+48 601 961 387,arkadiusz94@interia.pl,"plac Orzeszkowej 24, 99-771 Bytom",siewertdominik,2025-03-12,대형 SUV,G80,False,2025-03-21,72310000,계좌이체,2,온라인,2021-05,동유럽,1,2
Ivan Dimitrov,1994-04-16,31,남,+48 797 436 048,marcin71@spoldzielnia.pl,"al. Kosynierów 47, 88-938 Żyrardów",palaktomasz,2025-03-23,준중형 세단,Grandeur,False,2025-03-29,55830000,현금,1,온라인,2022-03,동유럽,1,1
Andrei Varga,1996-12-11,29,여,+48 32 764 58 08,maksymiliangrabon@yahoo.com,"ul. Rejtana 79, 05-312 Szczecinek",kosciolekalex,2025-03-17,준중형 SUV,Accent,False,2025-03-28,25850000,계좌이체,5,온라인,2019-03,동유럽,3,4
Elena Balazs,1984-08-09,41,여,512 845 958,ublaut@gmail.com,"aleja Przechodnia 30, 83-731 Dzierżoniów",natanielbuczma,2023-07-20,준중형 해치백,Avante,False,2023-10-12,27060000,계좌이체,3,온라인,2020-09,동유럽,0,0
Nina Varga,1975-11-20,50,남,+48 883 459 232,bukgrzegorz@gmail.com,"al. Konopnickiej 62, 43-514 Giżycko",idaswacha,2023-12-30,준중형 SUV,Ioniq 6,True,2024-06-03,84860000,현금,4,온라인,2023-01,동유럽,3,3
Nina Kovacs,1973-05-08,52,여,+48 570 231 740,setafryderyk@panasewicz.pl,"aleja Mała 34, 02-633 Wieluń",ewa41,2023-12-17,준중형 SUV,Sorento,False,2024-05-04,65210000,신용카드,4,오프라인,2021-04,동유럽,3,3
Katarina Petrov,1997-12-14,28,남,512 521 514,patryk72@sprycha-czubaszek.pl,"pl. Makuszyńskiego 48/52, 02-354 Wyszków",kkusek,2023-05-03,대형 SUV,NEXO,True,2023-05-30,57900000,계좌이체,3,온라인,2018-03,동유럽,3,4
Ivan Horvat,1985-12-28,40,여,+48 885 306 113,bogumildariusz@ppuh.com,"ul. Słowianska 056, 35-556 Zamość",tola81,2024-06-24,대형 세단,Venue,False,2024-08-22,24600000,신용카드,1,오프라인,2021-01,동유럽,2,5
Tomasz Varga,1981-12-25,44,여,699 974 869,zymelkamieszko@fundacja.net,"aleja Podmiejska 26/60, 04-475 Szczecin",freitagjedrzej,2022-04-24,중형 세단,EV6,True,2023-09-23,86970000,신용카드,2,온라인,2022-05,동유럽,1,2
Ivan Novak,1992-04-22,33,여,+48 786 558 990,ewelina69@o2.pl,"ulica Miodowa 204, 00-631 Ząbki",lewiczpiotr,2024-01-27,소형 해치백,G80,False,2025-01-25,89920000,현금,2,온라인,2021-05,동유럽,1,1
Marek Kovacs,1971-02-06,54,남,+48 883 635 911,franciszekosipiuk@interia.pl,"ulica Piłsudskiego 28, 14-024 Starachowice",lukasz24,2024-10-09,준대형 SUV,Tucson,False,2024-11-08,35350000,신용카드,1,오프라인,2021-07,동유럽,2,5
Elena Kovacs,1975-11-14,50,여,783 023 200,chomiakadrian@ppuh.com,"aleja Topolowa 97/91, 53-295 Kołobrzeg",sledzikada,2023-12-29,픽업트럭,Sorento,False,2024-05-19,61620000,현금,2,오프라인,2021-04,동유럽,1,2
Anya Varga,1983-05-07,42,남,+48 888 467 640,xryznar@interia.pl,"aleja Leśna 30/70, 63-360 Zielona Góra",hsendor,2023-09-01,대형 세단,NEXO,True,2024-07-25,55670000,계좌이체,2,온라인,2018-03,동유럽,1,1
Elena Novak,1996-03-22,29,남,22 261 73 62,kazimierz98@fundacja.pl,"plac Złota 82, 46-292 Jastrzębie-Zdrój",miloszsanetra,2023-03-12,준중형 해치백,Ioniq 6,True,2023-08-11,85770000,신용카드,3,온라인,2023-01,동유럽,1,1
Elena Balazs,1999-10-09,26,남,+48 881 385 223,siwczaktymon@o2.pl,"ul. Promienna 14/41, 45-229 Grudziądz",leonard67,2025-02-12,중형 SUV,Sportage,False,2025-02-13,35710000,현금,5,온라인,2021-11,동유럽,3,4
Ivan Kovacs,1999-10-18,26,남,+48 789 393 504,rafalpazera@hotmail.com,"ul. Kołłątaja 58, 38-789 Radomsko",gegotekmichal,2023-09-10,소형 해치백,G80,False,2024-03-16,89950000,신용카드,3,오프라인,2021-05,동유럽,1,1
Marek Dimitrov,1966-06-11,59,남,+48 694 587 595,mieszkolepka@spoldzielnia.net,"aleja Słoneczna 61/86, 84-674 Żary",alan91,2023-05-22,중형 SUV,Sportage,False,2024-07-20,42360000,계좌이체,2,오프라인,2021-11,동유럽,0,0
Elena Balazs,1981-03-26,44,여,+48 885 650 869,rozawiercigroch@hak.pl,"pl. Jana 41/10, 56-241 Koszalin",adawidek,2024-02-21,대형 세단,Accent,False,2025-01-12,22340000,현금,4,오프라인,2019-03,동유럽,3,3
Stefan Nowak,1998-10-10,27,남,509 405 964,bilewiczksawery@o2.pl,"aleja Lwowska 320, 54-326 Kłodzko",erdmannborys,2023-07-07,중형 SUV,Accent,False,2023-08-21,20750000,계좌이체,5,오프라인,2019-03,동유럽,3,4
Marek Kovacs,1978-05-20,47,여,+48 571 524 310,klara83@graban.pl,"plac Targowa 52, 49-747 Żywiec",bhamera,2024-02-09,중형 세단,NEXO,True,2024-12-01,68810000,신용카드,1,오프라인,2018-03,동유럽,1,2
Anya Popescu,1984-01-05,41,남,782 863 070,balcewiczmaciej@hotmail.com,"ulica Południowa 480, 69-421 Elbląg",tgospodarek,2024-09-26,준대형 세단,Avante,False,2025-01-30,28500000,계좌이체,2,온라인,2020-09,동유럽,0,0
Andrei Novak,1965-08-03,60,남,504 491 007,wojciechsudnik@ppuh.com,"ulica Grottgera 404, 21-070 Świecie",gabriel10,2023-09-22,준중형 SUV,Sorento,False,2024-07-05,64760000,신용카드,1,온라인,2021-04,동유럽,1,2
Anya Petrov,1964-11-17,61,여,691 588 785,agordon@fundacja.com,"aleja Plater 51, 60-951 Żory",rozadzielak,2022-06-19,준대형 세단,Ioniq 6,True,2023-02-16,72430000,계좌이체,1,오프라인,2023-01,동유럽,1,2
Nina Novak,1968-09-02,57,남,793 861 151,suchjustyna@kaluga-bazela.com,"aleja Rycerska 41, 61-650 Czerwionka-Leszczyny",sonia25,2023-09-22,대형 세단,Kona,True,2024-03-07,45150000,신용카드,1,오프라인,2022-02,동유럽,2,5
Luka Balazs,1972-07-06,53,여,+48 22 073 71 22,uskwira@cydzik.org,"aleja Sosnowa 86/09, 92-533 Sieradz",teperbartek,2024-09-20,준중형 세단,Grandeur,False,2025-02-09,60120000,현금,1,온라인,2022-03,동유럽,1,2
Andrei Novak,1980-05-30,45,남,+48 32 191 40 09,anielaleoniak@lenc.com,"al. Średnia 59, 92-543 Będzin",aleksander26,2024-01-22,준대형 SUV,K5,False,2024-08-11,52070000,현금,4,오프라인,2020-01,동유럽,3,3
Luka Novak,1976-01-25,49,남,+48 573 869 664,gradzieljozef@petryk.com,"aleja Prosta 67, 79-836 Sanok",ejedraszczyk,2022-04-17,중형 SUV,G80,False,2024-05-22,85180000,계좌이체,1,오프라인,2021-05,동유럽,1,2
Stefan Nowak,1964-06-14,61,남,+48 602 408 935,rafalmaras@idec.com,"plac Listopada 616, 01-729 Świętochłowice",sosnowkasebastian,2023-11-13,대형 세단,Santa Fe,False,2025-03-27,34320000,계좌이체,2,온라인,2020-10,동유럽,0,0
Stefan Nowak,1991-07-19,34,남,518 696 110,plizgatadeusz@yahoo.com,"plac Malczewskiego 76/73, 08-633 Stargard Szczeciński",aleksander66,2025-03-25,준대형 SUV,Accent,False,2025-03-27,23650000,계좌이체,6,온라인,2019-03,동유럽,3,4
Marek Horvat,1997-10-23,28,여,+48 510 550 800,bochnakmikolaj@yahoo.com,"aleja Słonecznikowa 25/09, 55-644 Zabrze",krzysztof24,2023-02-22,준중형 해치백,Avante,False,2024-01-12,19460000,현금,3,온라인,2020-09,동유럽,0,0
Nina Ivanov,1968-09-22,57,남,+48 500 502 999,fbakalarczyk@grupa.com,"aleja Słowicza 49/03, 17-749 Sandomierz",nasiadkamalwina,2024-02-05,중형 세단,Tucson,False,2025-01-10,43700000,현금,3,온라인,2021-07,동유럽,3,3
Elena Horvat,1986-11-23,39,여,880 043 753,adrianna52@schubert-macek.net,"ulica Wypoczynkowa 36, 48-675 Otwock",nbalawender,2023-08-17,준대형 SUV,Sorento,False,2023-10-14,60110000,현금,2,오프라인,2021-04,동유럽,1,1
Stefan Balazs,1985-09-18,40,남,724 743 927,ciesiolkaadam@ppuh.com,"pl. Modrzewiowa 10, 20-823 Stalowa Wola",jamrozekolga,2022-04-14,준중형 SUV,EV6,True,2024-10-27,77650000,신용카드,1,오프라인,2022-05,동유럽,1,1
Marek Novak,1965-12-02,60,여,+48 697 578 851,klyskawa@onet.pl,"al. Kamienna 904, 94-616 Kętrzyn",huberttuzimek,2022-12-18,준중형 해치백,GV70,False,2024-12-11,83390000,현금,3,온라인,2022-08,동유럽,1,2
Elena Balazs,1994-06-15,31,여,606 105 402,pasiecznagrzegorz@yahoo.com,"al. Daleka 921, 68-864 Brodnica",eryksprycha,2024-09-24,준대형 SUV,Ioniq 6,True,2024-12-20,87780000,현금,1,온라인,2023-01,동유럽,1,1
Tomasz Novak,1982-12-02,43,남,883 918 023,fsenator@hotmail.com,"al. Matejki 37/36, 90-857 Wejherowo",roksanapernak,2023-07-19,준대형 세단,Elantra,False,2024-06-26,38280000,계좌이체,3,오프라인,2020-08,동유럽,0,0
Katarina Dimitrov,1990-12-11,35,남,32 318 34 29,garncarzstefan@spoldzielnia.pl,"aleja Stroma 15/12, 67-608 Krotoszyn",fstrojna,2022-04-30,소형 해치백,K5,False,2023-12-08,65110000,계좌이체,1,온라인,2020-01,동유럽,1,1
Anya Popescu,1993-04-26,32,남,+48 22 589 78 24,sandra58@rudyk-winek.pl,"plac Skrajna 450, 98-638 Piła",albert69,2022-05-05,준중형 해치백,EV6,True,2024-07-25,77160000,신용카드,1,온라인,2022-05,동유럽,1,1
Anya Petrov,1972-05-25,53,남,734 986 029,artur28@hotmail.com,"aleja Bydgoska 07, 79-190 Ełk",bkusik,2022-05-05,중형 세단,Sportage,False,2022-08-30,32710000,현금,2,오프라인,2021-11,동유럽,2,5
Ivan Varga,1988-09-01,37,남,518 334 512,mieszko41@spoldzielnia.com,"pl. Widokowa 50, 43-820 Lubin",stanislaw07,2024-05-28,준중형 세단,EV6,True,2024-11-10,72460000,현금,1,온라인,2022-05,동유럽,1,1
Anya Varga,1994-09-06,31,남,+48 535 500 535,dgrzywnowicz@hotmail.com,"al. Fabryczna 61, 24-741 Tarnobrzeg",zagulajustyna,2023-03-13,중형 SUV,G80,False,2023-07-07,75350000,현금,1,오프라인,2021-05,동유럽,1,1
Andrei Nowak,1985-09-30,40,남,+48 516 148 243,inga51@o2.pl,"pl. Wrocławska 77/30, 14-601 Brzeg",dawid96,2023-07-20,대형 세단,Accent,False,2023-08-08,20110000,신용카드,3,온라인,2019-03,동유럽,2,5
Ivan Kovacs,1968-05-05,57,여,519 256 835,adriannamazek@interia.pl,"al. Jagiellońska 402, 47-145 Płock",anielawiesiolek,2025-01-17,픽업트럭,EV6,True,2025-01-17,78880000,신용카드,1,오프라인,2022-05,동유럽,1,2
Marek Kovacs,1972-12-08,53,여,+48 662 656 529,xkozon@spoldzielnia.org,"ul. Zachodnia 989, 97-595 Starachowice",blankastyn,2023-07-07,준중형 해치백,Sorento,False,2024-11-06,51180000,현금,2,오프라인,2021-04,동유럽,2,5
Nina Nowak,1975-10-13,50,남,660 947 054,zhanas@gmail.com,"ulica Storczykowa 76/92, 04-388 Starachowice",elizakunka,2022-07-06,픽업트럭,K5,False,2024-01-05,57020000,현금,2,오프라인,2020-01,동유럽,1,2
Katarina Horvat,1999-06-23,26,남,724 430 299,krystynajedruszczak@gmail.com,"aleja Topolowa 94, 46-886 Bartoszyce",brojekaniela,2023-12-13,중형 세단,Avante,False,2024-05-15,19860000,현금,1,오프라인,2020-09,동유럽,0,0
Tomasz Novak,1981-08-05,44,여,+48 782 724 771,adrianna87@szymaniuk-fronia.com,"ul. Mazowiecka 17, 67-138 Kościan",ekopczyk,2023-06-27,준대형 세단,EV6,True,2023-07-12,87190000,신용카드,4,온라인,2022-05,동유럽,3,4
Marek Novak,1978-11-29,47,남,539 166 616,ewa98@fpuh.pl,"ul. Wróblewskiego 82, 47-922 Stalowa Wola",ppostawa,2024-08-04,픽업트럭,Elantra,False,2025-01-15,48060000,현금,1,온라인,2020-08,동유럽,2,5
Ivan Ivanov,1994-03-09,31,남,517 167 148,jrozak@gmail.com,"pl. Krzywa 52, 09-341 Suwałki",qjaremko,2023-09-11,대형 SUV,Avante,False,2024-04-07,26600000,현금,1,온라인,2020-09,동유럽,0,0
Nina Nowak,1972-12-29,53,여,787 115 582,majdankamil@stowarzyszenie.com,"aleja Urocza 693, 31-645 Tomaszów Mazowiecki",erykwojtunik,2023-07-03,준중형 세단,Kona,True,2023-11-05,44700000,계좌이체,2,온라인,2022-02,동유럽,0,0
Tomasz Balazs,1987-12-24,38,남,790 353 321,skrobeknatan@fpuh.pl,"aleja Perłowa 95/97, 03-170 Skarżysko-Kamienna",qchlebda,2022-10-12,대형 SUV,K5,False,2024-05-08,53030000,계좌이체,1,오프라인,2020-01,동유럽,0,0
Nina Nowak,1977-08-05,48,남,660 143 545,ewasoltan@o2.pl,"pl. Zwycięstwa 64, 49-810 Żagań",wlemieszek,2022-10-22,준대형 SUV,Accent,False,2024-07-23,26570000,계좌이체,1,오프라인,2019-03,동유럽,0,0
Ivan Nowak,1994-10-06,31,남,32 392 06 04,tymon99@golota-jarczyk.com,"al. Chabrowa 50/69, 82-099 Świebodzice",nelazubel,2022-10-25,준중형 SUV,Avante,False,2023-04-27,21480000,신용카드,1,온라인,2020-09,동유럽,2,5
Tomasz Kovacs,1970-09-02,55,남,600 382 998,wyrobekleonard@reichel.pl,"al. Opolska 68, 68-030 Piekary Śląskie",cichowlasarkadiusz,2025-02-22,중형 SUV,G80,False,2025-03-27,73900000,계좌이체,1,온라인,2021-05,동유럽,1,2
Nina Ivanov,1982-08-17,43,여,+48 22 680 13 14,urszulaborysewicz@fundacja.net,"plac Sadowa 54, 99-291 Lubartów",vgwizdek,2022-09-14,중형 SUV,Sorento,False,2025-03-28,59830000,현금,1,오프라인,2021-04,동유럽,1,2
Anya Dimitrov,1990-01-12,35,여,22 909 13 64,aapostel@fpuh.com,"pl. Bursztynowa 36/09, 16-801 Polkowice",kiliszekprzemyslaw,2024-01-06,준중형 SUV,Ioniq 6,True,2024-01-20,84910000,계좌이체,1,오프라인,2023-01,동유럽,1,1
Andrei Novak,1990-06-12,35,여,783 945 349,hubertrycerz@onet.pl,"ulica Korczaka 53, 53-256 Piastów",norbertprzewloka,2024-08-17,대형 SUV,K5,False,2025-03-17,63740000,신용카드,3,온라인,2020-01,동유럽,3,4
Anya Horvat,1965-06-07,60,남,+48 22 497 04 64,maurycy16@yahoo.com,"plac Traugutta 57, 11-935 Piła",chojnajakub,2023-03-30,대형 세단,GV70,False,2024-05-01,75900000,신용카드,1,오프라인,2022-08,동유럽,1,2
Ivan Balazs,1969-04-03,56,남,+48 796 677 095,kieratjozef@gabinety.com,"plac Jaworowa 90, 88-925 Łaziska Górne",karina83,2024-10-31,준중형 해치백,Avante,False,2025-03-18,24490000,신용카드,3,오프라인,2020-09,동유럽,2,5
Stefan Varga,1967-04-25,58,여,697 037 731,gesiarzbianka@fundacja.org,"plac Topolowa 487, 34-095 Szczytno",gulbartek,2023-08-09,픽업트럭,Tucson,False,2023-09-22,46120000,현금,4,오프라인,2021-07,동유럽,3,3
Marek Kovacs,1969-02-20,56,남,+48 661 361 700,ida54@indyka.com,"pl. Bukowa 94, 25-539 Kutno",kazimierzpotoczek,2023-10-13,소형 해치백,Venue,False,2024-09-12,20200000,현금,1,온라인,2021-01,동유럽,0,0
Luka Varga,1969-07-29,56,여,734 129 870,bogusiewiczrafal@hajduga-borkiewicz.org,"al. Górna 14, 24-096 Goleniów",lukasz61,2022-10-21,픽업트럭,K5,False,2023-04-30,56180000,신용카드,3,오프라인,2020-01,동유럽,3,3
Nina Balazs,1990-08-26,35,여,22 694 81 00,ciereszkonikodem@boduch-nowek.pl,"al. Niepodległości 67/32, 83-684 Tychy",tadeusz44,2023-12-01,소형 해치백,GV70,False,2024-04-10,73450000,계좌이체,3,온라인,2022-08,동유럽,1,1
Luka Kovacs,1976-03-03,49,남,+48 32 807 49 05,zolnaleonard@jantos.org,"aleja Sokola 62, 77-210 Bartoszyce",dbareja,2023-06-19,소형 해치백,Avante,False,2023-09-22,20960000,신용카드,3,오프라인,2020-09,동유럽,2,5
Andrei Petrov,1967-09-04,58,여,22 591 57 98,natan51@stowarzyszenie.pl,"al. Paderewskiego 52/21, 32-842 Łomża",qbernatek,2022-12-22,대형 SUV,Santa Fe,False,2023-03-24,36170000,신용카드,2,오프라인,2020-10,동유럽,2,5
Anya Popescu,1975-04-12,50,여,502 917 265,blazejkujawiak@kordus.pl,"ulica Wojska Polskiego 562, 30-302 Tczew",muskalakacper,2022-04-23,중형 세단,G80,False,2022-10-19,87240000,현금,4,오프라인,2021-05,동유럽,3,3
Ivan Novak,1971-12-11,54,여,691 464 421,roksanamajtyka@o2.pl,"al. Bydgoska 22/77, 26-049 Żary",pmisiuk,2024-04-03,준대형 세단,GV70,False,2024-11-26,74830000,계좌이체,2,온라인,2022-08,동유럽,1,2
Tomasz Balazs,1999-07-04,26,남,+48 532 569 641,natanielpodkowa@fpuh.org,"ul. Zakole 633, 80-071 Gorzów Wielkopolski",sonia50,2025-01-16,대형 SUV,GV70,False,2025-02-19,76550000,신용카드,2,오프라인,2022-08,동유럽,1,1
Anya Nowak,1976-10-07,49,여,600 112 704,leonardnieradko@tylec-kolonko.com,"aleja Pocztowa 16, 66-974 Jarocin",klara97,2022-05-31,중형 SUV,Avante,False,2024-06-26,24100000,계좌이체,3,오프라인,2020-09,동유럽,0,0
Anya Horvat,1972-01-14,53,여,579 895 111,droter@interia.pl,"ulica Strumykowa 55, 02-642 Ostrowiec Świętokrzyski",ldietrich,2023-07-13,준대형 SUV,Sorento,False,2024-04-01,57240000,계좌이체,5,오프라인,2021-04,동유럽,3,3
Stefan Balazs,1998-12-01,27,여,+48 664 693 714,bduszczyk@yahoo.com,"pl. Sawickiej 117, 44-002 Nowa Ruda",qbejnarowicz,2024-05-29,중형 SUV,GV70,False,2025-01-17,78470000,현금,2,오프라인,2022-08,동유럽,1,1
Elena Varga,1981-08-19,44,여,664 437 936,ssolarek@gmail.com,"ul. Strażacka 81/61, 77-347 Malbork",julianna67,2024-06-12,중형 세단,Sportage,False,2025-03-26,37970000,현금,3,온라인,2021-11,동유럽,3,3
Ivan Novak,1984-02-04,41,남,882 733 188,urszula75@grupa.net,"pl. Lwowska 55/79, 07-907 Mińsk Mazowiecki",ogrodowiczfabian,2024-12-05,중형 SUV,K5,False,2025-02-15,67680000,현금,1,온라인,2020-01,동유럽,1,1
Tomasz Nowak,1987-03-16,38,남,690 017 314,nataszaliskiewicz@ppuh.com,"al. Skłodowskiej-Curie 24/05, 52-517 Kwidzyn",ewelina56,2023-08-11,대형 세단,i20,False,2023-12-10,22060000,신용카드,1,오프라인,2020-05,동유럽,2,5
Katarina Horvat,1991-09-16,34,남,782 437 428,szymonbareja@irzyk-kurzydlo.com,"pl. Lawendowa 72, 52-014 Lębork",dklaja,2024-11-22,소형 해치백,Elantra,False,2025-02-09,46180000,현금,1,오프라인,2020-08,동유럽,2,5
Andrei Horvat,1994-12-19,31,여,727 250 093,starostkaanita@fundacja.net,"aleja Średnia 65, 69-615 Czeladź",jeremi52,2023-03-03,준대형 SUV,Santa Fe,False,2024-01-05,41640000,현금,1,오프라인,2020-10,동유럽,2,5
